age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-15, Chocolate-18, Strawberry-12. Difference between Vanilla and Strawberry?",3,"['Subtract → 15-12 = 3', 'Answer → 3']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite sports: Football-40%, Cricket-35%, Tennis-25%. How many like Tennis if total=60?",15,"['25% of 60 → 0.25×60 = 15', 'Answer → 15']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows marks: Alice-92, Bob-88, Clara-84. Average marks?",88,"['Add → 92+88+84 = 264', 'Divide by 3 → 264/3 = 88', 'Answer → 88']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: Peter-6, John-8, Mary-7. Total students?",21,"['Add all → 6+8+7 = 21', 'Answer → 21']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows students in clubs: Music-9, Art-8, Drama-7. How many students are in Drama?",7,"['Look at Drama → 7', 'Answer → 7']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits sold: Mangoes-18, Apples-16, Oranges-14. How many mangoes?",18,"['Look at Mangoes → 18', 'Answer → 18']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows books read: Alice-12, Bob-10, Clara-9. Total books read?",31,"['Add all values → 12+10+9 = 31', 'Answer → 31']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows toys sold: Car-22, Doll-18, Ball-20. Difference between Car and Doll?",4,"['Subtract → 22-18 = 4', 'Answer → 4']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite fruits: Apple-35%, Banana-40%, Orange-25%. How many like Apple if total=80?",28,"['35% of 80 → 0.35×80 = 28', 'Answer → 28']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows pencils: Red-10, Blue-9, Green-11. How many red pencils?",10,"['Look at Red → 10', 'Answer → 10']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows candies: Red-14, Blue-12, Green-11. How many blue candies?",12,"['Look at Blue → 12', 'Answer → 12']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows marks: Alice-19, Bob-18, Clara-17. Total marks?",54,"['Add values → 19+18+17 = 54', 'Answer → 54']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-18, Chocolate-20, Strawberry-16. Difference between Chocolate and Strawberry?",4,"['Subtract → 20-16 = 4', 'Answer → 4']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite subjects: Math-50%, Science-30%, English-20%. How many like Science if total=60?",18,"['30% of 60 → 0.3×60 = 18', 'Answer → 18']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows daily steps: Mon-9500, Tue-9000, Wed-10000. Average steps?",9500,"['Add → 9500+9000+10000 = 28500', 'Divide by 3 → 28500/3 = 9500', 'Answer → 9500']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: John-8, Mary-7, Sam-6. Who did the most?",John,"['Compare values → John=8 is highest', 'Answer → John']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits: Apples-12, Bananas-11, Oranges-10. How many oranges?",10,"['Look at Oranges → 10', 'Answer → 10']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows scores: Alice-20, Bob-18, Clara-17. Total score?",55,"['Add values → 20+18+17 = 55', 'Answer → 55']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-17, Chocolate-20, Strawberry-15. Difference between Vanilla and Strawberry?",2,"['Subtract → 17-15 = 2', 'Answer → 2']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite sports: Football-45%, Cricket-35%, Tennis-20%. How many like Football if total=40?",18,"['45% of 40 → 0.45×40 = 18', 'Answer → 18']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows marks: Alice-95, Bob-90, Clara-85. Average marks?",90,"['Add → 95+90+85 = 270', 'Divide by 3 → 270/3 = 90', 'Answer → 90']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: Peter-7, John-9, Mary-8. Total students?",24,"['Add all → 7+9+8 = 24', 'Answer → 24']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows students in clubs: Music-10, Art-9, Drama-8. How many students are in Music?",10,"['Look at Music → 10', 'Answer → 10']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits sold: Mangoes-20, Apples-18, Oranges-15. How many oranges?",15,"['Look at Oranges → 15', 'Answer → 15']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows books read: Alice-14, Bob-12, Clara-11. Total books read?",37,"['Add all values → 14+12+11 = 37', 'Answer → 37']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows toys sold: Car-25, Doll-20, Ball-22. Difference between Car and Ball?",3,"['Subtract → 25-22 = 3', 'Answer → 3']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite fruits: Apple-25%, Banana-50%, Orange-25%. How many like Orange if total=80?",20,"['25% of 80 → 0.25×80 = 20', 'Answer → 20']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows pencils: Red-11, Blue-10, Green-12. How many green pencils?",12,"['Look at Green → 12', 'Answer → 12']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows candies: Red-15, Blue-13, Green-12. How many red candies?",15,"['Look at Red → 15', 'Answer → 15']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows marks: Alice-21, Bob-19, Clara-18. Total marks?",58,"['Add values → 21+19+18 = 58', 'Answer → 58']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-20, Chocolate-22, Strawberry-18. Difference between Chocolate and Strawberry?",4,"['Subtract → 22-18 = 4', 'Answer → 4']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite subjects: Math-45%, Science-35%, English-20%. How many like English if total=100?",20,"['20% of 100 → 0.2×100 = 20', 'Answer → 20']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows daily steps: Mon-10000, Tue-9500, Wed-10500. Average steps?",10000,"['Add → 10000+9500+10500 = 30000', 'Divide by 3 → 30000/3 = 10000', 'Answer → 10000']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: John-9, Mary-8, Sam-7. Who did the least?",Sam,"['Compare values → Sam=7 is least', 'Answer → Sam']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits: Apples-14, Bananas-13, Oranges-12. How many apples?",14,"['Look at Apples → 14', 'Answer → 14']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows scores: Alice-22, Bob-20, Clara-19. Total score?",61,"['Add values → 22+20+19 = 61', 'Answer → 61']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-19, Chocolate-21, Strawberry-17. Difference between Chocolate and Vanilla?",2,"['Subtract → 21-19 = 2', 'Answer → 2']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite sports: Football-50%, Cricket-30%, Tennis-20%. How many like Cricket if total=60?",18,"['30% of 60 → 0.3×60 = 18', 'Answer → 18']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows marks: Alice-98, Bob-94, Clara-92. Average marks?",94.67,"['Add → 98+94+92 = 284', 'Divide by 3 → 284/3 ≈ 94.67', 'Answer → 94.67']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: Peter-8, John-10, Mary-9. Total students?",27,"['Add all → 8+10+9 = 27', 'Answer → 27']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows students in clubs: Music-12, Art-10, Drama-9. How many students are in Drama?",9,"['Look at Drama → 9', 'Answer → 9']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits sold: Mangoes-22, Apples-20, Oranges-18. How many apples?",20,"['Look at Apples → 20', 'Answer → 20']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows books read: Alice-16, Bob-14, Clara-13. Total books read?",43,"['Add all values → 16+14+13 = 43', 'Answer → 43']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows toys sold: Car-28, Doll-25, Ball-26. Difference between Car and Doll?",3,"['Subtract → 28-25 = 3', 'Answer → 3']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite fruits: Apple-30%, Banana-45%, Orange-25%. How many like Banana if total=80?",36,"['45% of 80 → 0.45×80 = 36', 'Answer → 36']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows pencils: Red-13, Blue-12, Green-14. How many blue pencils?",12,"['Look at Blue → 12', 'Answer → 12']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows candies: Red-17, Blue-15, Green-13. How many green candies?",13,"['Look at Green → 13', 'Answer → 13']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows marks: Alice-23, Bob-21, Clara-20. Total marks?",64,"['Add values → 23+21+20 = 64', 'Answer → 64']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-22, Chocolate-24, Strawberry-20. Difference between Chocolate and Strawberry?",4,"['Subtract → 24-20 = 4', 'Answer → 4']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite subjects: Math-40%, Science-35%, English-25%. How many like Math if total=90?",36,"['40% of 90 → 0.4×90 = 36', 'Answer → 36']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows daily steps: Mon-11000, Tue-10500, Wed-11500. Average steps?",11000,"['Add → 11000+10500+11500 = 33000', 'Divide by 3 → 33000/3 = 11000', 'Answer → 11000']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: John-10, Mary-9, Sam-8. Who did the most?",John,"['Compare values → John=10 is highest', 'Answer → John']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits: Apples-16, Bananas-15, Oranges-14. How many bananas?",15,"['Look at Bananas → 15', 'Answer → 15']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows scores: Alice-24, Bob-22, Clara-21. Total score?",67,"['Add values → 24+22+21 = 67', 'Answer → 67']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-21, Chocolate-23, Strawberry-19. Difference between Vanilla and Strawberry?",2,"['Subtract → 21-19 = 2', 'Answer → 2']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite sports: Football-55%, Cricket-30%, Tennis-15%. How many like Tennis if total=40?",6,"['15% of 40 → 0.15×40 = 6', 'Answer → 6']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows marks: Alice-99, Bob-96, Clara-93. Average marks?",96,"['Add → 99+96+93 = 288', 'Divide by 3 → 288/3 = 96', 'Answer → 96']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: Peter-9, John-11, Mary-10. Total students?",30,"['Add all → 9+11+10 = 30', 'Answer → 30']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows students in clubs: Music-14, Art-12, Drama-11. How many students are in Art?",12,"['Look at Art → 12', 'Answer → 12']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits sold: Mangoes-25, Apples-22, Oranges-20. How many mangoes?",25,"['Look at Mangoes → 25', 'Answer → 25']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows books read: Alice-18, Bob-16, Clara-14. Total books read?",48,"['Add all values → 18+16+14 = 48', 'Answer → 48']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows toys sold: Car-30, Doll-28, Ball-27. Difference between Doll and Ball?",1,"['Subtract → 28-27 = 1', 'Answer → 1']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite fruits: Apple-20%, Banana-55%, Orange-25%. How many like Orange if total=120?",30,"['25% of 120 → 0.25×120 = 30', 'Answer → 30']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows pencils: Red-15, Blue-13, Green-16. How many red pencils?",15,"['Look at Red → 15', 'Answer → 15']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows candies: Red-18, Blue-16, Green-14. How many blue candies?",16,"['Look at Blue → 16', 'Answer → 16']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows marks: Alice-25, Bob-23, Clara-22. Total marks?",70,"['Add values → 25+23+22 = 70', 'Answer → 70']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-24, Chocolate-26, Strawberry-22. Difference between Chocolate and Vanilla?",2,"['Subtract → 26-24 = 2', 'Answer → 2']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite subjects: Math-35%, Science-40%, English-25%. How many like Science if total=100?",40,"['40% of 100 → 0.4×100 = 40', 'Answer → 40']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows daily steps: Mon-12000, Tue-11500, Wed-12500. Average steps?",12000,"['Add → 12000+11500+12500 = 36000', 'Divide by 3 → 36000/3 = 12000', 'Answer → 12000']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: John-11, Mary-10, Sam-9. Who did the least?",Sam,"['Compare values → Sam=9 is least', 'Answer → Sam']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits: Apples-18, Bananas-16, Oranges-15. How many oranges?",15,"['Look at Oranges → 15', 'Answer → 15']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows scores: Alice-26, Bob-24, Clara-23. Total score?",73,"['Add values → 26+24+23 = 73', 'Answer → 73']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-23, Chocolate-25, Strawberry-21. Difference between Chocolate and Strawberry?",4,"['Subtract → 25-21 = 4', 'Answer → 4']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite sports: Football-60%, Cricket-25%, Tennis-15%. How many like Football if total=50?",30,"['60% of 50 → 0.6×50 = 30', 'Answer → 30']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows marks: Alice-100, Bob-97, Clara-95. Average marks?",97.33,"['Add → 100+97+95 = 292', 'Divide by 3 → 292/3 ≈ 97.33', 'Answer → 97.33']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: Peter-10, John-12, Mary-11. Total students?",33,"['Add all → 10+12+11 = 33', 'Answer → 33']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows students in clubs: Music-15, Art-13, Drama-12. How many students are in Drama?",12,"['Look at Drama → 12', 'Answer → 12']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits sold: Mangoes-28, Apples-25, Oranges-22. How many oranges?",22,"['Look at Oranges → 22', 'Answer → 22']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows books read: Alice-20, Bob-18, Clara-17. Total books read?",55,"['Add all values → 20+18+17 = 55', 'Answer → 55']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows toys sold: Car-32, Doll-30, Ball-28. Difference between Car and Ball?",4,"['Subtract → 32-28 = 4', 'Answer → 4']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite fruits: Apple-30%, Banana-40%, Orange-30%. How many like Banana if total=90?",36,"['40% of 90 → 0.4×90 = 36', 'Answer → 36']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Table shows pencils: Red-17, Blue-15, Green-18. How many green pencils?",18,"['Look at Green → 18', 'Answer → 18']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows candies: Red-20, Blue-18, Green-16. How many red candies?",20,"['Look at Red → 20', 'Answer → 20']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows marks: Alice-28, Bob-26, Clara-25. Total marks?",79,"['Add values → 28+26+25 = 79', 'Answer → 79']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-26, Chocolate-28, Strawberry-24. Difference between Chocolate and Strawberry?",4,"['Subtract → 28-24 = 4', 'Answer → 4']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite subjects: Math-40%, Science-35%, English-25%. How many like English if total=120?",30,"['25% of 120 → 0.25×120 = 30', 'Answer → 30']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows daily steps: Mon-12500, Tue-12000, Wed-13000. Average steps?",12500,"['Add → 12500+12000+13000 = 37500', 'Divide by 3 → 37500/3 = 12500', 'Answer → 12500']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: John-12, Mary-11, Sam-10. Who did the most?",John,"['Compare values → John=12 is highest', 'Answer → John']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"Bar graph shows fruits: Apples-20, Bananas-18, Oranges-16. How many apples?",20,"['Look at Apples → 20', 'Answer → 20']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Table shows scores: Alice-30, Bob-28, Clara-27. Total score?",85,"['Add values → 30+28+27 = 85', 'Answer → 85']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",medium,numerical,"Bar graph shows ice creams sold: Vanilla-28, Chocolate-30, Strawberry-26. Difference between Chocolate and Vanilla?",2,"['Subtract → 30-28 = 2', 'Answer → 2']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Pie chart shows favorite sports: Football-50%, Cricket-35%, Tennis-15%. How many like Cricket if total=80?",28,"['35% of 80 → 0.35×80 = 28', 'Answer → 28']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",hard,numerical,"Bar graph shows marks: Alice-102, Bob-98, Clara-96. Average marks?",98.67,"['Add → 102+98+96 = 296', 'Divide by 3 → 296/3 ≈ 98.67', 'Answer → 98.67']"
8-10,Mathematics,"Data handling: bar graphs, tables, charts",easy,numerical,"From the table: Peter-11, John-13, Mary-12. Total students?",36,"['Add all → 11+13+12 = 36', 'Answer → 36']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Sarah has 45 apples. She gives 12 to her friend and then buys 20 more. How many apples does she have now?,53,"['Subtract the apples given away: 45 - 12 = 33', 'Add the apples bought: 33 + 20 = 53', 'Final answer: 53']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A shop sells 23 pens in the morning and 19 in the afternoon. If 12 more pens arrive in the evening, how many pens are in the shop now?",54,"['Add pens sold in morning and afternoon: 23 + 19 = 42', 'Add the pens arrived: 42 + 12 = 54', 'Final answer: 54']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Tom had 120 marbles. He lost 35 and gave 40 to his friend. How many marbles does he have left?,45,"['Subtract lost marbles: 120 - 35 = 85', 'Subtract given marbles: 85 - 40 = 45', 'Final answer: 45']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A baker made 150 cupcakes. He sold 45 in the morning and 50 in the afternoon. How many cupcakes are left?,55,"['Subtract cupcakes sold in morning: 150 - 45 = 105', 'Subtract cupcakes sold in afternoon: 105 - 50 = 55', 'Final answer: 55']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A class has 24 boys and 18 girls. If 6 boys leave for a trip, how many students are left in the class?",36,"['Total students: 24 + 18 = 42', 'Subtract boys who left: 42 - 6 = 36', 'Final answer: 36']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Liam had 80 chocolates. He ate 15 and gave 25 to his friends. How many chocolates remain?,40,"['Subtract eaten chocolates: 80 - 15 = 65', 'Subtract given chocolates: 65 - 25 = 40', 'Final answer: 40']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A farmer has 250 apples. He sells 70 and keeps the rest. How many apples are left?,180,"['Subtract sold apples: 250 - 70 = 180', 'Final answer: 180']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A bus can carry 45 passengers. If 3 buses are full and 20 more passengers come, how many passengers are there in total?",155,"['Passengers in 3 buses: 3 × 45 = 135', 'Add extra passengers: 135 + 20 = 155', 'Final answer: 155']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"There are 64 pencils in a box. If 4 boxes are there and 50 pencils are taken out, how many pencils remain?",206,"['Total pencils in 4 boxes: 64 × 4 = 256', 'Subtract taken pencils: 256 - 50 = 206', 'Final answer: 206']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Emma bought 12 packs of stickers. Each pack has 15 stickers. She gave 50 stickers to her friends. How many stickers does she have left?,130,"['Total stickers: 12 × 15 = 180', 'Subtract given stickers: 180 - 50 = 130', 'Final answer: 130']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A library has 500 books. 120 books are borrowed and 80 new books arrive. How many books are in the library now?,460,"['Subtract borrowed books: 500 - 120 = 380', 'Add new books: 380 + 80 = 460', 'Final answer: 460']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A shop has 360 candies. 45 candies are sold each day for 5 days. How many candies are left at the end?,135,"['Total candies sold: 45 × 5 = 225', 'Subtract sold candies: 360 - 225 = 135', 'Final answer: 135']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Jack collected 85 stamps. He bought 40 more and gave 25 to his friend. How many stamps does he have now?,100,"['Add bought stamps: 85 + 40 = 125', 'Subtract given stamps: 125 - 25 = 100', 'Final answer: 100']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A carton has 24 bottles of juice. If there are 6 cartons and 15 bottles are used, how many bottles remain?",129,"['Total bottles: 24 × 6 = 144', 'Subtract used bottles: 144 - 15 = 129', 'Final answer: 129']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A farmer has 500 kg of rice. He sells 120 kg and then receives 80 kg more from a friend. How much rice does he have now?,460,"['Subtract sold rice: 500 - 120 = 380', 'Add received rice: 380 + 80 = 460', 'Final answer: 460']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A train carries 120 passengers. At the first station, 35 get off and 40 get on. How many passengers are on the train now?",125,"['Subtract passengers who got off: 120 - 35 = 85', 'Add passengers who got on: 85 + 40 = 125', 'Final answer: 125']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A factory produces 250 toys a day. If it operates for 6 days and 500 toys are sold, how many toys remain?",1000,"['Total toys produced: 250 × 6 = 1500', 'Subtract sold toys: 1500 - 500 = 1000', 'Final answer: 1000']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A school has 320 students. 45 are absent on Monday and 30 on Tuesday. How many students were present over these two days?,245,"['Total absentees: 45 + 30 = 75', 'Subtract from total students: 320 - 75 = 245', 'Final answer: 245']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A gardener planted 60 flowers in 3 rows equally. Later he planted 15 more flowers. How many flowers are there now?,75,"['Flowers initially planted: 60', 'Add additional flowers: 60 + 15 = 75', 'Final answer: 75']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A shop has 200 candies. It sells 65 candies in the morning and 80 in the afternoon. How many candies are left?,55,"['Subtract morning sales: 200 - 65 = 135', 'Subtract afternoon sales: 135 - 80 = 55', 'Final answer: 55']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A farmer has 150 chickens. He sells 40 and buys 25 more. How many chickens does he have now?,135,"['Subtract sold chickens: 150 - 40 = 110', 'Add bought chickens: 110 + 25 = 135', 'Final answer: 135']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A baker made 80 cupcakes. He packed 30 in boxes and sold 25. How many cupcakes are left?,25,"['Subtract packed cupcakes: 80 - 30 = 50', 'Subtract sold cupcakes: 50 - 25 = 25', 'Final answer: 25']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Lucy has 72 marbles. She gives 20 to her friend and buys 15 more. How many marbles does she have now?,67,"['Subtract marbles given: 72 - 20 = 52', 'Add bought marbles: 52 + 15 = 67', 'Final answer: 67']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A library had 400 books. 50 were borrowed and 35 new books arrived. How many books are there now?,385,"['Subtract borrowed books: 400 - 50 = 350', 'Add new books: 350 + 35 = 385', 'Final answer: 385']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A toy store has 90 toys. 25 are sold and 30 new toys arrive. How many toys are now in the store?,95,"['Subtract sold toys: 90 - 25 = 65', 'Add new toys: 65 + 30 = 95', 'Final answer: 95']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A class has 28 students. 12 are absent one day. How many students are present? Next day, 5 more are absent. How many students are present now?",11,"['Present students first day: 28 - 12 = 16', 'Present students second day: 16 - 5 = 11', 'Final answer: 11']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A carton contains 36 eggs. If there are 4 cartons and 50 eggs are broken, how many eggs remain?",94,"['Total eggs: 36 × 4 = 144', 'Subtract broken eggs: 144 - 50 = 94', 'Final answer: 94']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Ben has 120 stamps. He trades 30 and buys 25 more. How many stamps does he have now?,115,"['Subtract traded stamps: 120 - 30 = 90', 'Add bought stamps: 90 + 25 = 115', 'Final answer: 115']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A farmer has 180 kg of apples. He sells 60 kg and collects 25 kg more from a neighbor. How much does he have now?,145,"['Subtract sold apples: 180 - 60 = 120', 'Add collected apples: 120 + 25 = 145', 'Final answer: 145']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A bus carries 48 passengers. At the first stop, 12 get off and 8 get on. How many passengers are on the bus now?",44,"['Subtract passengers who got off: 48 - 12 = 36', 'Add passengers who got on: 36 + 8 = 44', 'Final answer: 44']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A school has 200 pencils. 30 pencils are given to class A and 45 to class B. How many pencils are left?,125,"['Subtract class A pencils: 200 - 30 = 170', 'Subtract class B pencils: 170 - 45 = 125', 'Final answer: 125']"
